name,userType,dogOwner,parent
Jeffrey Schultz,Resident,true,false
Lamar Green DDS,Resident,false,false
Grady Reichert,Resident,true,true
Lamar Dibbert,Resident,true,true
Kristie Russel,Resident,false,true
Roderick Thompson DVM,Resident,false,true
Jan Dach,Resident,false,true
David Marquardt IV,Resident,false,false
Melanie Roberts,Resident,true,true
Irvin Brown,Resident,true,true
Roderick Reichert,Resident,true,true
Michele Quitzon,Resident,false,true
Angelica Wilderman,Resident,true,false
Eric Bernhard,Resident,true,true
Dr. Kayla Connelly,Resident,false,true
Derek Maggio,Resident,true,true
Sheila Gutmann,Resident,true,false
Alberta Labadie,Resident,true,false
Emmett Steuber,Resident,true,true
Wm McKenzie,Resident,false,false
Darrel Vandervort,Resident,true,true
Janet Kassulke,Resident,true,false
Joey Wyman,Resident,true,true
Lillian Huels V,Resident,false,false
Marco Hauck III,Resident,false,true
Heather Kulas,Resident,false,false
Rosemary Kuhn,Resident,false,false
Agnes Anderson,Resident,false,true
Noel Stiedemann,Resident,false,true
Inez Grimes,Resident,false,true
Micheal Kovacek,Resident,true,false
Howard Pollich,Resident,true,true
Shannon Hartmann,Resident,false,false
Dr. Jon Hilll,Resident,false,true
Miss Leonard Balistreri,Resident,false,true
Mrs. Kristi Labadie,Resident,true,true
Alexander Von,Resident,false,true
Leo Gerlach,Resident,false,true
Sophie Koch,Resident,false,false
Kerry Shanahan,Resident,false,true
Tasha Kozey,Resident,false,false
Dana Orn,Resident,true,false
Harold Kris IV,Resident,true,true
Dana Stark,Resident,true,true
Kyle McKenzie,Resident,true,false
Ronald Stiedemann,Resident,false,true
Daryl Huels,Resident,false,false
Lynn Runolfsson,Resident,false,false
Mr. Marcus Kshlerin,Resident,false,true
Kathy Rodriguez,Resident,false,false
Emanuel Heathcote Sr.,Resident,true,true
Pat Boyer,Resident,true,true
Wanda Johnson,Resident,true,true
Fred Conroy,Resident,true,false
Jordan Rosenbaum,Resident,false,false
Caroline McGlynn,Resident,false,false
Julio Macejkovic IV,Resident,false,true
Shawn Ziemann DDS,Resident,false,false
Lee Roob,Resident,false,true
Josh O'Reilly PhD,Resident,false,false
Donna Gottlieb,Resident,false,false
Krystal Legros,Resident,false,false
Paula Marquardt,Resident,true,true
Edna Wiza,Resident,false,false
Guadalupe O'Hara,Resident,false,false
Billie Roob,Resident,false,true
Claudia Wunsch PhD,Resident,false,true
Wade Keeling,Resident,false,true
Tyrone Ryan,Resident,false,true
Timmy Gaylord,Resident,true,false
Pam Schmidt,Resident,false,false
Willis Mitchell,Resident,true,false
Genevieve Friesen,Resident,true,false
Al Leuschke,Resident,false,false
Miss Henry Zulauf,Resident,true,true
Andrew Gleichner,Resident,false,true
Cameron Pacocha,Resident,true,true
Lucia Altenwerth,Resident,true,false
Joanne Rippin,Resident,false,true
Ms. Elvira Rath,Resident,true,true
Joshua Block,Resident,false,true
Claude Kiehn,Resident,true,true
Bobby Quitzon,Resident,false,true
Jordan Yost,Resident,false,false
Ben Nader,Resident,true,true
Violet Jenkins,Resident,false,true
Randy Emard,Resident,false,false
Connie Quigley,Resident,true,true
Francis Nienow,Resident,true,false
Nathaniel Orn,Resident,false,true
Agnes Kuphal,Resident,false,true
Mr. Moses Kulas,Resident,true,true
Lowell Wisoky,Resident,true,false
Laurie Franecki,Resident,false,false
Freddie Stiedemann MD,Resident,true,true
Annie Farrell,Resident,false,true
Stewart Langosh,Resident,false,true
Alexandra Oberbrunner,Resident,false,true
Mr. Courtney Lang,Resident,true,true
Susan Treutel,Resident,false,true
Herman Okuneva,Resident,true,false
Bernice Langosh,Resident,false,true
Gregory Padberg,Resident,false,false
Guadalupe Ullrich,Resident,true,true
Miss Norma Nader,Resident,true,false
Camille Mante,Resident,false,false
Francis Upton,Resident,true,false
Lorene Tillman,Resident,true,false
Allison Pfannerstill,Resident,false,false
Lucille Emard,Resident,true,true
Joel Legros,Resident,false,false
Bridget Lehner,Resident,true,false
Edgar O'Reilly,Resident,false,false
Leonard Barrows,Resident,true,false
Bobby Grady PhD,Resident,false,true
Jackie Streich,Resident,false,false
Leticia Nolan,Resident,true,true
Billy Feil,Resident,false,false
Damon Bailey V,Resident,true,false
Rosemary Rempel,Resident,false,false
Evelyn Stanton,Resident,false,false
Bernadette West Jr.,Resident,false,true
Maggie Jacobi,Resident,true,false
Devin Stoltenberg,Resident,false,true
Dr. Stewart Padberg,Resident,false,true
Darrel Kub,Resident,true,false
Dr. Inez Olson,Resident,false,true
Mr. May Renner,Resident,true,false
Melody Fay,Resident,false,false
Walter Purdy,Resident,true,false
Sara Bauch,Resident,false,false
Sandra Veum,Resident,false,false
Allen McCullough,Resident,false,true
Sandy Volkman,Resident,false,true
Rochelle Ward,Resident,false,false
David Bartell,Resident,false,false
Carla Nader PhD,Resident,true,true
Belinda Abbott,Resident,true,false
Troy Osinski,Resident,false,false
Mrs. Patty Feest,Resident,false,true
Rickey Ward,Resident,true,true
Miss Inez Hayes,Resident,false,false
Otis Crona,Resident,true,true
Guy O'Hara Sr.,Resident,true,false
Frank Volkman,Resident,false,false
Diana Smith Jr.,Resident,true,true
Viola Bergstrom PhD,Resident,true,true
Denise Rodriguez,Resident,true,true
Patsy Mitchell,Resident,false,false
Katrina Dach,Resident,false,true
Arnold Kassulke,Resident,true,false
Russell Jerde,Resident,false,false
Wendell Parker,Resident,false,false
Max Lang,Resident,false,true
Dorothy Ryan,Resident,false,true
Edwin Powlowski,Resident,false,false
Terrance Ebert,Resident,false,false
Tonya Russel,Resident,false,true
Doyle Smith,Resident,false,true
Vera Metz,Resident,true,false
Marcos Rohan,Resident,true,true
Mitchell Feeney,Resident,false,true
Sadie Hintz,Resident,true,true
Victor Mills,Resident,true,false
Shelia Nader,Resident,true,true
Mathew Jaskolski,Resident,false,false
Joseph Bode,Resident,false,false
Dora Welch,Resident,true,false
Duane Gerhold,Resident,false,true
Doug Rippin,Resident,false,true
Laura Herzog,Resident,false,false
Albert Crooks,Resident,false,true
Lindsay Simonis IV,Resident,true,false
Kelly Barrows,Resident,false,true
Pat Herzog,Resident,true,false
Trevor Boyer,Resident,false,true
Edith Mayert,Resident,false,true
Sheryl Greenholt,Resident,true,true
Lowell Harber,Resident,true,true
Heather Dickens,Resident,true,false
Mrs. Rudy Bauch,Resident,false,false
Claire Fay,Resident,false,false
Miguel Paucek,Resident,false,true
Ervin Bayer,Resident,false,false
Dr. Meredith Pacocha,Resident,false,false
Rebecca Ratke,Resident,false,true
Dr. Ellis Okuneva,Resident,false,false
Harry Klocko,Resident,true,true
Joan Lemke,Resident,true,false
Jerome Rempel,Resident,false,false
Teri Emard,Resident,false,false
Aubrey Macejkovic,Resident,true,true
Shane Dooley PhD,Resident,true,true
Minnie Glover,Resident,true,false
Mr. Frederick Stoltenberg,Resident,false,true
Doyle Franecki,Resident,true,false
Steven Murray,Resident,false,false
Gary Gutkowski,Resident,true,true
Don Hilll,Resident,false,true
Dawn Tromp,Resident,false,true
Miss Vincent Schneider,Resident,true,true
June Berge,Resident,true,false
Mr. Willie Robel,Resident,false,true
Dwayne Lowe DDS,Resident,false,false
Miss Alvin Klein,Resident,true,true
Tom Green,Resident,true,false
Lindsey Tromp,Resident,false,false
Hazel Huels,Resident,true,false
Jerome Stanton,Resident,true,true
Alejandro Reilly II,Resident,false,true
Jeanette DuBuque Sr.,Resident,false,true
Aaron Quigley,Resident,false,true
Rafael Bosco,Resident,false,true
Dianne Rice,Resident,false,false
Ora Dicki,Resident,true,false
Mrs. Dustin Schuster,Resident,true,false
Dr. Louis Green,Resident,false,true
Felix Nikolaus,Resident,false,true
Jamie Halvorson,Resident,false,true
Ruben Christiansen DVM,Resident,true,false
Melissa Ritchie,Resident,false,true
Cesar Zulauf,Resident,false,false
Melinda Hodkiewicz,Resident,true,false
Mrs. Sally Hoppe,Resident,true,true
Rita Hegmann,Resident,true,true
Ollie Beahan,Resident,true,true
Calvin Hodkiewicz,Resident,false,true
Lola Gottlieb,Resident,false,false
Salvador Waters,Resident,true,true
Amy Stehr,Resident,true,false
Kari VonRueden,Resident,true,true
Terrance Jacobs,Resident,false,false
Donald Ruecker,Resident,true,false
Eileen Kuphal,Resident,true,false
Gail Keebler,Resident,true,false
Rosie Braun,Resident,true,true
Victor Maggio Sr.,Resident,true,false
Leon Bayer,Resident,true,true
Miss Francis Padberg,Resident,false,true
Enrique Kihn Sr.,Resident,true,false
Bradford Casper,Resident,false,true
Emanuel Heller,Resident,true,false
Melvin Schowalter,Resident,true,false
Herbert Streich III,Resident,false,true
Calvin Koepp,Resident,true,true
Eula Franecki V,Resident,false,false
Alison Hodkiewicz,Resident,false,true
Leigh Homenick,Resident,false,true
Alex Price II,Resident,false,false
Evelyn Nicolas,Resident,true,false
Ernesto Schowalter,Resident,true,true
Darrin Morissette,Resident,false,false
Dominick Prohaska,Resident,true,true
Sammy Nikolaus,Resident,false,false
Sabrina Greenholt,Resident,false,true
Constance Turcotte,Resident,false,true
Jeffery Gottlieb,Resident,false,false
Ms. Herbert Lesch,Resident,true,true
Raquel Grimes,Resident,true,false
Mrs. Pearl Boehm,Resident,true,true
Julie Dickinson,Resident,true,false
Guillermo Kiehn,Resident,true,true
Ervin Turner DVM,Resident,false,true
Jo Larson,Resident,false,true
Arlene Gislason,Resident,true,true
May Mayer,Resident,false,false
Gregory Lynch,Resident,false,true
Arthur Dach,Resident,false,false
Mrs. Mark Harris,Resident,false,false
Rogelio Johnson,Resident,true,true
Tanya Funk Sr.,Resident,false,true
Shelly Rippin,Resident,true,true
Samantha Harris,Resident,false,true
Angel Cassin,Resident,true,false
Ruth Kertzmann,Resident,true,true
Mrs. Lee VonRueden,Resident,true,true
Mattie Turner,Resident,false,true
Marianne Little,Resident,true,false
Hector Ortiz Jr.,Resident,true,true
Nicolas Turner,Resident,true,false
Andy Kuhlman,Resident,true,true
Valerie Pfannerstill,Resident,true,true
Chad Zulauf,Resident,true,true
Vanessa Turner,Resident,true,true
Elbert Dooley,Resident,false,false
Mattie Braun,Resident,false,false
Tomas Bechtelar,Resident,true,false
Gregg Turner,Resident,false,false
Omar Bartell,Resident,false,true
Phillip Kerluke,Resident,true,true
Malcolm Rice,Resident,false,true
Constance Schimmel V,Resident,false,false
Terry Smith,Resident,true,false
Taylor Abernathy,Resident,true,true
Karl Keebler,Resident,false,false
Blanche Bahringer,Resident,false,true
Homer Lynch,Resident,false,true
Dennis Quigley V,Resident,true,false
Noah Skiles,Resident,false,true
Floyd Schaefer,Resident,false,true
Ora Wolf,Resident,false,false
Bertha Gusikowski DDS,Resident,true,false
Mr. Louise Aufderhar,Resident,false,false
Antonio Ankunding,Resident,false,false
Theodore Lindgren,Resident,false,true
Daisy Satterfield V,Resident,true,false
Cecelia Gibson,Resident,true,false
Courtney Spencer,Resident,false,false
Joanne Bauch,Resident,false,true
Jenny Connelly,Resident,false,false
Sam Mitchell,Resident,true,true
Brent Breitenberg I,Resident,true,true
Jerry Nader III,Resident,true,true
Louis Gutmann,Resident,false,false
Ms. Ruben Shields,Resident,true,true
Krista Schamberger,Resident,false,true
Freddie Barrows,Resident,true,false
Cory Schuster,Resident,true,true
Luther Upton,Resident,true,true
Roberto Medhurst IV,Resident,false,false
Ed Jaskolski,Resident,true,false
Alejandro Goyette,Resident,true,true
Leticia Walter,Resident,false,true
Rebecca Reichert,Resident,true,false
Felicia Thompson,Resident,true,true
Angel Kuhlman,Resident,true,false
Dwayne Huel,Resident,true,false
Antonio Koch,Resident,false,true
Dr. Jody Schaefer,Resident,false,false
Beulah Dickens,Resident,false,true
Dr. Constance Monahan,Resident,false,true
Pat Olson,Resident,true,false
Vanessa Konopelski,Resident,true,true
Harvey Stokes,Resident,false,true
Nora Tromp,Resident,false,false
Alonzo Stroman,Resident,false,false
Tracy Cole IV,Resident,false,false
Preston Kunde,Resident,true,false
Clinton Stiedemann,Resident,true,true
Bernard Tremblay,Resident,true,true
Cory Walker IV,Resident,true,true
Holly Turcotte,Resident,false,true
Jacqueline Strosin,Resident,true,false
Frank D'Amore,Resident,true,false
Miss Amber Huels,Resident,true,true
Jodi Torphy,Resident,false,false
Bonnie Kessler,Resident,true,true
Alex Lemke,Resident,true,false
Kristina Satterfield,Resident,false,true
Erica Daugherty,Resident,true,true
Brad Tromp,Resident,true,true
Samantha Lueilwitz,Resident,true,false
Sadie Fisher,Resident,false,true
Dolores Schmeler,Resident,true,false
Sammy Wisozk,Resident,true,true
Guadalupe Luettgen,Resident,false,true
Tommie Lynch,Resident,false,true
Rebecca Goyette,Resident,true,false
Charlotte Sipes,Resident,false,true
Marjorie O'Conner,Resident,true,false
Brandi O'Keefe,Resident,true,false
Ernest Douglas,Resident,false,true
Kristin Renner I,Resident,true,true
Wallace Mueller III,Resident,false,true
Sherri Carroll PhD,Resident,false,true
Jonathon Fisher,Resident,true,false
Marta Cummings IV,Resident,false,false
Lee Bosco,Resident,true,false
Jody Labadie,Resident,false,false
Terri White Jr.,Resident,true,false
Lola Olson,Resident,true,true
Nellie Gibson,Resident,false,false
Carlton Daniel,Resident,false,true
Martin Bergnaum Jr.,Resident,true,false
Dr. Mitchell Windler,Resident,false,true
Nina Skiles V,Resident,true,false
Mable Rohan,Resident,false,true
Inez Kozey,Resident,true,true
Deborah Kihn,Resident,true,true
Wallace Langworth,Resident,true,true
Yvonne Dickens DVM,Resident,true,false
Todd Beatty,Resident,true,false
Jim Hudson III,Resident,false,true
Tracey Sawayn,Resident,true,false
Robyn Yost,Resident,true,false
Mathew Schimmel,Resident,true,true
Tricia Beer,Resident,false,true
Gerardo Hoeger,Resident,false,true
Beatrice Koelpin,Resident,false,false
Jeff Nicolas,Resident,true,true
David Hagenes,Resident,true,true
Andrew Sipes,Resident,false,false
Emmett Stanton,Resident,true,true
Willis Mohr,Resident,false,false
Hector Nicolas,Resident,true,false
Mitchell Collier,Resident,false,true
Rachael Wehner,Resident,false,true
Betty Homenick,Resident,false,true
Martin Shields II,Resident,true,true
Miss Sally Lemke,Resident,true,true
Mona Fisher,Resident,false,true
Luis McKenzie,Resident,true,true
Duane Schroeder,Resident,true,false
Leticia Brekke,Resident,false,false
Dean Kub,Resident,false,true
Amos Rau,Resident,false,true
Victoria Zemlak,Resident,false,true
Cameron Deckow,Resident,true,true
Violet Walker,Resident,true,true
Tamara Littel,Resident,true,true
Renee Pfannerstill,Resident,false,false
Lillie Kertzmann,Resident,false,true
Jose Nikolaus,Resident,false,false
Julia Gerhold,Resident,false,false
Jeanne Aufderhar,Resident,false,false
Christopher Monahan MD,Resident,false,true
Jerome Willms,Resident,false,false
Rodolfo Grant,Resident,false,false
Anita Davis,Resident,false,true
Geraldine Graham,Resident,true,true
Ms. Hilda Sawayn,Resident,true,true
Sabrina Legros,Resident,true,true
Guillermo Schiller,Resident,true,false
Mrs. Kristopher Auer,Resident,false,true
Roman Schulist,Resident,true,false
Lewis Purdy,Resident,true,false
Lorraine Hansen,Resident,false,true
Robyn Kohler,Resident,false,false
Amos Kihn,Resident,true,false
Cora Kshlerin,Resident,true,true
Alexis Kerluke,Resident,true,true
Miss Seth Kertzmann,Resident,true,false
Dennis Nikolaus,Resident,true,false
Timmy Metz,Resident,true,false
Dr. Colleen Greenholt,Resident,true,false
Jackie O'Keefe,Resident,false,false
Veronica Champlin,Resident,false,false
Elijah Hettinger DDS,Resident,true,false
Erick Schumm,Resident,true,true
Renee Jaskolski,Resident,false,false
Delia Jenkins,Resident,false,false
Mr. Jennifer Dickens,Resident,false,true
Cathy Gusikowski,Resident,true,false
Gabriel Ferry,Resident,true,false
Noah King Sr.,Resident,true,true
Bennie Watsica,Resident,false,true
Steve Rath,Resident,false,true
Rolando Koepp,Resident,true,true
Carlos Goodwin IV,Resident,true,true
Mamie Murazik,Resident,true,false
Claude Hoppe,Resident,false,false
Sarah Reichel V,Resident,false,false
Dora McGlynn,Resident,false,true
Josephine Turner,Resident,false,false
Felicia Grimes,Resident,true,false
Elisa Kassulke,Resident,false,false
Eugene Robel,Resident,false,true
Lucy Volkman PhD,Resident,false,false
Geneva Schaefer,Resident,true,true
Freddie Sauer,Resident,false,true
Ethel Feest,Resident,true,true
Tanya Swift,Resident,false,false
Derek Runolfsson,Resident,true,true
Andrea Kris,Resident,true,true
Cecelia Hamill,Resident,false,true
Darrel Walter,Resident,false,false
Jermaine Koepp,Resident,true,false
Martha Bode,Resident,true,false
Woodrow Fay,Resident,false,false
Megan Torphy,Resident,true,false
Gordon Hoppe,Resident,true,false
Kristin Raynor,Resident,true,true
Keith Turcotte,Resident,true,false
Holly Boyer,Resident,true,true
Lynne Corwin,Resident,true,true
Alonzo Kutch,Resident,true,false
Sally Okuneva III,Resident,true,true
Lula Hegmann,Resident,false,false
Dr. Josh Jacobi,Resident,false,true
Dora White,Resident,true,false
Rosa Hilll,Resident,false,true
Janet Legros,Resident,false,true
Miss Dolores Bosco,Resident,false,false
Lionel Kuvalis,Resident,true,true
Robin Wehner,Resident,false,true
Constance Franecki,Resident,false,false
Lydia Dibbert,Resident,false,false
Curtis Wisoky,Resident,true,false
Clarence Steuber,Resident,false,false
Rolando Wehner,Resident,true,true
Dr. Tyrone Boyer,Resident,false,true
Krystal Kessler,Resident,true,true
Cody Gibson,Resident,false,false
Joey Osinski,Resident,false,false
Doug Heathcote,Resident,true,true
Cedric Towne,Resident,true,false
Deborah Lowe,Resident,false,true
Suzanne Ondricka,Resident,false,true
Lori Reinger,Resident,false,true
Tricia Luettgen,Resident,true,false
Ms. Lena Smith,Resident,true,false
Kara Lakin IV,Resident,false,true
Noah Jones,Resident,true,true
Gloria Cummings,Resident,true,false
Tomas Kiehn,Resident,true,true
Robin Beer,Resident,true,true
Johnnie Johnston,Resident,true,false
Horace Zulauf,Resident,true,false
Sabrina Graham,Resident,true,false
Lynda Bernier II,Resident,false,true
Krystal Kirlin I,Resident,false,false
Derek Kutch,Resident,true,false
Jeannette Stoltenberg PhD,Resident,true,false
Ms. Jerald Lynch,Resident,false,true
Antoinette Dooley,Resident,false,true
Lila Abernathy,Resident,false,false
Sheila Parisian,Resident,false,true
Peggy Deckow,Resident,false,true
Glenda Borer PhD,Resident,true,false
Mr. Jan Rowe,Resident,true,true
Blanca O'Conner,Resident,true,true
Herbert Maggio,Resident,true,true
Ginger O'Reilly I,Resident,false,true
Craig Sipes PhD,Resident,false,true
Tammy Shields,Resident,false,true
Gertrude Gerlach,Resident,false,false
Ryan Dach,Resident,true,true
Jeremiah Rice,Resident,true,true
Erick Kozey,Resident,true,false
Christie Green,Resident,true,false
Madeline Raynor,Resident,false,true
Charlotte Kunze,Resident,false,false
Agnes O'Kon,Resident,false,true
Raquel Schoen,Resident,true,true
Irene Walker,Resident,true,true
Marcella Gleason,Resident,true,true
Harry Reinger,Resident,false,false
Ellen Koepp,Resident,false,true
Miss Angelo Huel,Resident,true,true
Mr. Laura Littel,Resident,true,true
Jana Ankunding,Resident,false,false
Iris Hartmann,Resident,false,true
Teresa Hirthe,Resident,true,false
Christie Goodwin,Resident,false,false
Guadalupe Runte,Resident,true,true
Blanche Medhurst,Resident,true,true
Daryl Hahn,Resident,true,false
Stanley Pfannerstill,Resident,true,false
Alton Kreiger,Resident,true,true
Dustin Zemlak I,Resident,true,true
Miss Bennie Turner,Resident,true,true
Cory Roberts,Resident,false,false
Colin Reichel,Resident,true,false
Jaime King,Resident,true,false
Everett Ledner,Resident,false,false
Pearl Bode,Resident,true,false
Mitchell Grant,Resident,false,false
Lynn Rutherford DVM,Resident,false,true
Bradford Waters,Resident,false,true
Mr. Vickie Kovacek,Resident,false,true
Otis Conroy,Resident,false,true
Travis Hane,Resident,true,false
Sheila Koss,Resident,false,false
Lee Littel,Resident,true,false
Fernando Cronin,Resident,true,true
Benny Schneider,Resident,false,false
Mr. Roger Cartwright,Resident,true,false
Mrs. Brett Spinka,Resident,false,true
Lucille Nolan,Resident,true,false
Cedric Volkman,Resident,false,false
Martha Bogan,Resident,true,false
Jeffery Yost,Resident,false,true
Hubert Grimes,Resident,false,false
Kelly Raynor,Resident,true,true
Latoya Harris,Resident,false,true
Katherine Sawayn,Resident,false,true
Loren Sanford IV,Resident,false,false
Jeffrey Yundt,Resident,false,false
Tricia Gulgowski,Resident,true,true
Clara Champlin,Resident,true,false
Leroy Pollich,Resident,false,true
Doug Gleichner,Resident,true,true
Eugene Bernier Sr.,Resident,true,false
Leticia Goodwin III,Resident,false,false
Brendan Hagenes V,Resident,true,true
Daisy Monahan,Resident,true,false
Yolanda O'Hara,Resident,false,false
Mrs. Miguel Reichert,Resident,true,true
Gregg Yundt,Resident,true,false
Herbert O'Conner,Resident,true,true
Pedro Cummerata,Resident,true,true
Chad Pfannerstill,Resident,true,false
Dr. Willie West,Resident,true,true
Gilbert Durgan,Resident,true,true
Drew Kemmer,Resident,false,true
Jim Crona,Resident,true,false
Dr. Elsie Pfannerstill,Resident,false,false
Miranda Jacobi,Resident,false,true
Nora Fisher,Resident,false,false
Curtis Jones,Resident,false,true
Angel Runolfsson,Resident,true,false
Terrance Upton DDS,Resident,true,true
Jamie Emmerich,Resident,true,true
Jo Doyle,Resident,false,false
Brad Muller,Resident,true,false
Mr. Kristy Jerde,Resident,false,true
Nathan Tremblay,Resident,false,true
Marcella Dare,Resident,true,true
Guillermo Cummings,Resident,false,false
Caleb Flatley,Resident,true,true
Lewis Mitchell PhD,Resident,true,false
Jessica Prosacco,Resident,true,false
Kerry Paucek,Resident,false,true
Molly Sauer DDS,Resident,true,false
Lynn Dietrich,Resident,true,true
Rene Pacocha,Resident,false,false
Miss Lionel Schimmel,Resident,true,false
Lorena Prohaska I,Resident,false,true
Edmund Larkin,Resident,true,false
Dr. Jeannie Mann,Resident,false,false
Rogelio Ryan,Resident,true,false
Hannah Abshire DVM,Resident,true,true
Carl Gulgowski V,Resident,false,false
Mrs. Nettie Jones,Resident,false,true
Kurt Littel,Resident,false,false
Mrs. Harvey Stamm,Resident,true,false
Bryan Prosacco,Resident,false,false
Keith Ritchie,Resident,false,false
Deanna Stoltenberg,Resident,true,false
Dianne Bogan V,Resident,false,false
Wilbert Crist,Resident,true,true
Ms. Cristina Senger,Resident,true,false
Shane Reinger PhD,Resident,false,true
Lynette Luettgen,Resident,false,false
Claudia Altenwerth,Resident,false,true
Armando Gerhold III,Resident,true,false
Alvin Johns,Resident,true,false
Manuel Blick,Resident,true,false
Alice Hilpert MD,Resident,false,true
Bridget Corkery,Resident,false,true
Vivian Kuhn,Resident,false,true
Laverne Wiegand,Resident,true,false
Jody Boyer,Resident,false,true
Casey Prosacco,Resident,false,false
Lester Osinski,Resident,false,true
Melody Collier,Resident,true,false
Jackie Langworth,Resident,true,true
Faith Stoltenberg,Resident,false,false
Eleanor Harris,Resident,false,false
Jeffery Ledner,Resident,true,false
Frederick Reichel,Resident,false,false
Jeannie Nitzsche,Resident,true,true
Emilio Donnelly,Resident,true,false
Tony O'Conner,Resident,false,true
Karla Halvorson,Resident,false,false
Mrs. Norman Will,Resident,true,false
Mr. Oscar Kirlin,Resident,true,false
Roosevelt Feil,Resident,false,false
Eula Barrows,Resident,false,true
Johanna Labadie,Resident,true,false
Alicia Wintheiser,Resident,true,true
Stella Kirlin,Resident,true,false
Naomi Bernier,Resident,true,true
Laura Leuschke,Resident,false,true
Natalie Simonis,Resident,false,false
Gilberto Champlin,Resident,true,false
Annette Olson,Resident,true,true
Clifford Bernhard,Resident,false,true
Helen Larson,Resident,false,true
Marguerite Kulas,Resident,true,true
Jimmy Pfeffer,Resident,true,true
Christopher Grant,Resident,true,false
Doug Pouros,Resident,true,false
Marcella Wunsch,Resident,true,true
Lola Simonis,Resident,false,false
Timothy Rolfson,Resident,false,true
Don Mayer,Resident,true,true
Mary Rosenbaum,Resident,false,false
Franklin Harris,Resident,false,false
Raquel Ratke,Resident,true,false
Joshua Hickle,Resident,false,true
Sadie Herman,Resident,true,false
Jennifer Grimes DVM,Resident,true,false
Lindsey Keebler IV,Resident,true,true
Emmett Ward,Resident,true,true
Mr. Darrell Senger,Resident,false,true
Pat Hoeger,Resident,true,false
Dr. Laverne Ullrich,Resident,false,false
Miss Jonathan Ortiz,Resident,true,false
Derek Mayer,Resident,false,true
Lillian D'Amore,Resident,false,false
Preston Strosin,Resident,false,false
Alberta Larson,Resident,true,true
Constance Fritsch,Resident,true,true
Dr. Dawn Weissnat,Resident,false,true
Blanche Dicki,Resident,false,false
Julia Simonis,Resident,false,true
Ashley Dibbert,Resident,false,true
Mabel Durgan,Resident,false,false
Hugo Mertz,Resident,false,false
Gordon Hegmann,Resident,false,true
Geoffrey Blick,Resident,false,true
Luke Lang I,Resident,true,false
Clark Rogahn V,Resident,true,true
Lauren Blick,Resident,true,true
Mrs. Abel Runolfsdottir,Resident,false,false
Mr. Miranda Dickens,Resident,false,true
Elsa Weimann MD,Resident,true,false
Marcella Dooley,Resident,false,true
Cynthia Metz,Resident,false,false
Monica Blick,Resident,true,false
Allison Grant,Resident,true,true
Gerard Weimann,Resident,true,true
Malcolm Hickle,Resident,false,false
Danielle Bailey,Resident,true,true
Ruby Kemmer,Resident,true,false
Georgia Turner,Resident,true,false
Dean Mertz Sr.,Resident,false,false
Mrs. Ross Hermann,Resident,false,true
Dexter Sporer,Resident,true,true
Sharon Gleason,Resident,true,false
Devin Kozey Sr.,Resident,false,true
Leigh Schuster,Resident,true,true
Bobbie Jones,Resident,false,false
Curtis Langworth,Resident,true,false
Jenna Batz,Resident,false,true
Jody Leannon,Resident,false,false
Rebecca Muller IV,Resident,true,true
Sandra Ullrich,Resident,true,true
Juan Roob,Resident,true,false
Darnell Daniel,Resident,false,false
Ruby Graham,Resident,false,true
Wade Larkin,Resident,false,true
Martha Terry,Resident,false,true
Gerard Langosh,Resident,true,false
Bradford Koch,Resident,true,false
Alicia Tromp,Resident,false,true
Miss Juan Lind,Resident,true,false
George Hagenes,Resident,true,false
Terrell Dibbert,Resident,true,true
Geraldine Stokes,Resident,true,false
Krystal Lakin,Resident,false,false
Deanna Hansen,Resident,true,true
Adam Hermann,Resident,false,true
Lance Kling II,Resident,false,false
Cody Conroy V,Resident,true,true
Roy Hilpert,Resident,false,false
Mr. Dolores West,Resident,false,false
Kristin Farrell,Resident,false,true
Dr. Adrian Shanahan,Resident,true,true
Robin Davis,Resident,false,false
Kristin Gusikowski,Resident,false,true
Orville Boyle,Resident,false,true
Kelly Terry,Resident,false,true
Vera Howell V,Resident,false,false
Patti Upton,Resident,true,false
Mrs. Shelly Luettgen,Resident,true,false
Ms. William Bergstrom,Resident,true,false
Alexis Feeney,Resident,true,false
Eric Friesen,Resident,true,true
Dora Torphy Jr.,Resident,false,true
Ken Schuster,Resident,false,true
Mable Leffler,Resident,true,false
Phil Windler,Resident,false,false
Mary Bartell,Resident,false,true
Janice Schuppe,Resident,false,true
Harriet Kautzer,Resident,true,false
Connie Boyle,Resident,true,false
Kelly Davis,Resident,false,true
Elvira Boyer,Resident,false,false
Ms. Florence Braun,Resident,true,true
Alfonso Romaguera,Resident,true,false
Guy Sanford,Resident,true,false
Mercedes Kreiger Sr.,Resident,true,true
Maxine Corwin,Resident,false,false
Holly Legros,Resident,true,true
Cristina Spinka PhD,Resident,true,false
Shelly Ziemann,Resident,false,true
Fred Moen,Resident,true,true
Robin Goldner,Resident,true,true
Nora Hoppe,Resident,false,false
Pearl Ruecker,Resident,false,false
Lloyd Metz,Resident,false,false
Stacy Gleichner,Resident,false,true
Woodrow Bechtelar,Resident,true,true
Levi Friesen,Resident,true,true
Mrs. Doug Lebsack,Resident,false,true
Max Baumbach,Resident,true,false
Rene Blanda,Resident,true,true
Constance Kautzer,Resident,true,true
Ervin McCullough,Resident,true,false
Melinda Orn,Resident,false,false
Otis Leannon,Resident,false,true
Nora Lang,Resident,false,true
Dr. Van Roberts,Resident,false,false
